@attribute ' SET_PREFERRED_APPLICATIONS' numeric, 0.0
@attribute ' BIND_INCALL_SERVICE' numeric, 0.0
@attribute ' READ_SYNC_SETTINGS' numeric, 0.0
@attribute ' BIND_ACCESSIBILITY_SERVICE' numeric, 0.0
@attribute ' REBOOT' numeric, 0.0
@attribute ' CAPTURE_VIDEO_OUTPUT' numeric, 0.0
@attribute ' BIND_CONDITION_PROVIDER_SERVICE' numeric, 0.0
@attribute ' SET_TIME_ZONE' numeric, 0.0
@attribute ' WRITE_CALENDAR' numeric, 0.0
@attribute ' WRITE_CALL_LOG' numeric, 0.0
@attribute ' MANAGE_DOCUMENTS' numeric, 0.0
@attribute ' BIND_QUICK_SETTINGS_TILE' numeric, 0.0
@attribute ' REQUEST_IGNORE_BATTERY_OPTIMIZATIONS' numeric, 0.0
@attribute ' BIND_CARRIER_SERVICES' numeric, 0.0
@attribute ' SEND_SMS' numeric, 0.0
@attribute ' WRITE_CONTACTS' numeric, 0.0
@attribute ' CAPTURE_AUDIO_OUTPUT' numeric, 0.0
@attribute ' READ_FRAME_BUFFER' numeric, 0.0
@attribute ' CAMERA' numeric, 0.0
@attribute ' BIND_WALLPAPER' numeric, 0.0
@attribute ' REQUEST_INSTALL_PACKAGES' numeric, 0.0
@attribute ' MODIFY_PHONE_STATE' numeric, 0.0
@attribute ' SET_WALLPAPER_HINTS' numeric, 0.0
@attribute ' BIND_VISUAL_VOICEMAIL_SERVICE' numeric, 0.0
@attribute ' INSTALL_SHORTCUT' numeric, 0.0
@attribute ' MEDIA_CONTENT_CONTROL' numeric, 0.0
@attribute ' SET_ANIMATION_SCALE' numeric, 0.0
@attribute ' CHANGE_CONFIGURATION' numeric, 0.0
@attribute ' MASTER_CLEAR' numeric, 0.0
@attribute ' CHANGE_COMPONENT_ENABLED_STATE' numeric, 0.0
@attribute ' SET_ALARM' numeric, 0.0
@attribute ' BATTERY_STATS' numeric, 0.0
@attribute ' BIND_VPN_SERVICE' numeric, 0.0
@attribute ' CHANGE_NETWORK_STATE' numeric, 0.0
@attribute ' BIND_MIDI_DEVICE_SERVICE' numeric, 0.0
@attribute ' REQUEST_DELETE_PACKAGES' numeric, 0.0
@attribute ' Labels' {' benign',' malware'}, 0.0
@attribute ' ACCESS_COARSE_LOCATION' numeric, 0.0
@attribute ' MOUNT_FORMAT_FILESYSTEMS' numeric, 0.0
@attribute ' FACTORY_TEST' numeric, 0.0
@attribute ' DISABLE_KEYGUARD' numeric, 0.0
@attribute ' ACCESS_FINE_LOCATION' numeric, 0.0
@attribute ' BLUETOOTH' numeric, 0.0
@attribute ' REORDER_TASKS' numeric, 0.0
@attribute ' BIND_VOICE_INTERACTION' numeric, 0.0
@attribute ' READ_INPUT_STATE' numeric, 0.0
@attribute ' READ_CALL_LOG' numeric, 0.0
@attribute ACCESS_CHECKIN_PROPERTIES numeric, 0.0
@attribute ' WRITE_VOICEMAIL' numeric, 0.0
@attribute ' READ_CONTACTS' numeric, 0.0
@attribute ' GET_ACCOUNTS' numeric, 0.0
@attribute ' RESTRICTED_VR_ACCESS' numeric, 0.0
@attribute ' WAKE_LOCK' numeric, 0.0
@attribute ' WRITE_SYNC_SETTINGS' numeric, 0.0
@attribute ' MANAGE_OWN_CALLS' numeric, 0.0
@attribute ' READ_SYNC_STATS' numeric, 0.0
@attribute ' USE_SIP' numeric, 0.0
@attribute ' INSTANT_APP_FOREGROUND_SERVICE' numeric, 0.0
@attribute ' DUMP' numeric, 0.0
@attribute ' VIBRATE' numeric, 0.0
@attribute ' WRITE_SECURE_SETTINGS' numeric, 0.0
@attribute ' DIAGNOSTIC' numeric, 0.0
@attribute ' BIND_VR_LISTENER_SERVICE' numeric, 0.0
@attribute ' BIND_NFC_SERVICE' numeric, 0.0
@attribute ' WRITE_EXTERNAL_STORAGE' numeric, 0.0
